產品編號,品名,口味/顏色,大小,規格-數量,品牌,進貨人/廠商,規格,計量單位,標準進價,售價A,售價B,建議售價,主類別,次類別,內部類別,備註,,(廠商名稱),品名規格,,
1B0013010,沙茶粉,牛頭,,,耀昇貿易有限公司,耀昇,300g*包,包,86.5,95,100,105,調味料,調味粉,,,,耀昇貿易有限公司,沙茶粉/牛頭/耀昇/300g*包,,
1B0013011,吉士粉,卡士達蛋黃粉,,,耀昇貿易有限公司,耀昇,300g*包,包,56,65,65,70,其他,乳酪粉,,,,耀昇貿易有限公司,吉士粉/卡士達蛋黃粉/耀昇/300g*包,,
1B0013012,吉士粉,卡士達蛋黃粉,,,耀昇貿易有限公司,耀昇,300g*24包入*箱,箱,1344,1440,1460,1480,其他,乳酪粉,,,,耀昇貿易有限公司,吉士粉/卡士達蛋黃粉/耀昇/300g*24包入*箱,,
1B0013013,玉米粉,375g,,,耀昇貿易有限公司,375g,24盒*盒,盒,17.5,22,22,25,其他,澱粉,,,,耀昇貿易有限公司,玉米粉/375g/耀昇*24盒*盒,,
1B0013015,鉅利老抽,醬油王,,,耀昇貿易有限公司,耀昇,6K*桶,桶,530,570,570,600,其他,港式醬料,,,,耀昇貿易有限公司,鉅利老抽/醬油王/耀昇/6K*桶,,
1B0013016,柱侯醬,鉅利,,,耀昇貿易有限公司,耀昇,3K*桶,桶,420,450,460,470,其他,港式醬料,,,,耀昇貿易有限公司,柱侯醬/鉅利/耀昇/3K*桶,,
1B0013017,洋菇片(蘑菇片),桂林,,,耀昇貿易有限公司,耀昇,6入*箱,箱,950,1020,1020,1050,其他,罐頭,,,,耀昇貿易有限公司,洋菇片(蘑菇片)/桂林/耀昇/6入*箱,,
1B0013018,洋菇片,桂林,,,耀昇貿易有限公司,耀昇,6入*桶,桶,158.3,180,180,185,其他,罐頭,,,,耀昇貿易有限公司,洋菇片/桂林/耀昇/6入*桶,,
1B0013020,桂花醬,甜,,,耀昇貿易有限公司,甜,罐,罐,170,220,190,240,其他,調味醬,,,,耀昇貿易有限公司,桂花醬/甜/耀昇*罐,,
1B0013021,海鮮醬,李錦記,,,耀昇貿易有限公司,耀昇,耀昇*2.27K*6入*罐,罐,290,320,320,330,其他,港式醬料,,,,耀昇貿易有限公司,海鮮醬/李錦記/鐵罐/耀昇/2.27K*6入*罐,,
1B0013022,千島汁康寶2.5K,6入,,,耀昇貿易有限公司,6入,罐,罐,290,320,320,320,其他,康寶,,,,耀昇貿易有限公司,千島汁康寶2.5K/6入/耀昇*罐,,
1B0013023,黃汁粉,康寶,,,耀昇貿易有限公司,耀昇,1K*6包入*包,包,290,320,320,340,其他,康寶,,,,耀昇貿易有限公司,黃汁粉/康寶/耀昇/1K*6包入*包,,
1B0013025,康寶濃縮番茄,耀昇,,,耀昇貿易有限公司,,罐,罐,190,200,200,210,其他,康寶,,,,耀昇貿易有限公司,康寶濃縮番茄/耀昇*6入*罐,,
1B0013026,康寶鮮味炒手,500克,,,耀昇貿易有限公司,500克,12入*包,包,97,115,115,125,其他,康寶,,,,耀昇貿易有限公司,康寶鮮味炒手/500克/耀昇*12入*包,,
1B0013027,雞粉,康寶,,,耀昇貿易有限公司,耀昇,耀昇*4包入*包,包,850,900,900,920,其他,康寶,,,,耀昇貿易有限公司,雞粉/康寶/5K/耀昇/4包入*包,,
1B0013028,黑胡椒醬,裕國,,,耀昇貿易有限公司,裕國,6入*箱,箱,1620,1800,1800,1840,其他,沾醬,,,,耀昇貿易有限公司,黑胡椒醬/裕國/耀昇3K*6入*箱,,
1B0013029,墨西哥青椒片(蕃椒片),耀昇,,,耀昇貿易有限公司,耀昇,桶,桶,220,240,240,250,其他,罐頭,,,,耀昇貿易有限公司,墨西哥青椒片(蕃椒片)/耀昇/2.8K*桶,,
1B0013030,墨西哥青椒片(蕃椒片),耀昇,,,耀昇貿易有限公司,耀昇,6入*箱,箱,1320,1380,1380,1450,其他,罐頭,,,,耀昇貿易有限公司,墨西哥青椒片(蕃椒片)/耀昇/2.8K*6入*箱,,
1B0013031,蝦油,民星,,,耀昇貿易有限公司,耀昇,600g*12入*罐,罐,43.3,50,50,55,其他,油類,,,,耀昇貿易有限公司,蝦油/民星/耀昇/600g*12入*罐,,
1B0013032,蝦餅,圓形,,,耀昇貿易有限公司,耀昇,600g*包,包,48,65,65,70,其他,南北雜貨,,,,耀昇貿易有限公司,蝦餅/圓形/耀昇/600g*包,,
1B0013033,番茄上湯,可果美,,,耀昇貿易有限公司,耀昇,3.1K*6入*桶,桶,393.3,420,420,430,其他,番茄醬,,,,耀昇貿易有限公司,番茄上湯/可果美/耀昇/3.1K*6入*桶,,
1B0013034,雞粉,牛頭,,,耀昇貿易有限公司,耀昇,1K*6罐入*罐,罐,140,160,160,170,調味料,調味粉,,,,耀昇貿易有限公司,雞粉/牛頭/耀昇/1K*6罐入*罐,,
1B0013035,雞粉,康寶,,,耀昇貿易有限公司,耀昇,罐裝*耀昇*6罐入*箱,箱,1500,1560,1590,1640,其他,康寶,,,,耀昇貿易有限公司,雞粉/康寶/1K/罐裝/耀昇/6罐入*箱,,
1B0013036,雞粉,康寶,,,耀昇貿易有限公司,耀昇,罐裝*耀昇*6罐入*罐,罐,250,270,270,280,其他,康寶,,,,耀昇貿易有限公司,雞粉/康寶/1K/罐裝/耀昇/6罐入*罐,,
1B0013037,雞粉,康寶,,,耀昇貿易有限公司,2.2K,耀昇*包,包,462.5,490,490,510,其他,康寶,,,,耀昇貿易有限公司,雞粉/康寶/2.2K/耀昇*包***,,
1B0013038,雞粉,康寶,,,耀昇貿易有限公司,220g,耀昇*罐,罐,75,80,80,85,其他,康寶,,,,耀昇貿易有限公司,雞粉/康寶/220g/耀昇*罐,,
1B0013039,蘑豉醬(磨豉醬),耀昇,,,耀昇貿易有限公司,耀昇,桶,桶,420,450,450,470,其他,港式醬料,,,,耀昇貿易有限公司,蘑豉醬(磨豉醬)/耀昇/4入*桶,,
1B0013040,冰梅醬,耀昇,,,耀昇貿易有限公司,,桶,桶,0,400,400,400,其他,港式醬料,,,,耀昇貿易有限公司,冰梅醬/耀昇*4入*桶,,
1B0013042,牛晶粉,康寶,,,耀昇貿易有限公司,耀昇,1K*6入*罐,罐,299.3,330,330,340,其他,康寶,,,,耀昇貿易有限公司,牛晶粉/康寶/耀昇/1K*6入*罐,,
1B0013043,牛晶粉,康寶,,,耀昇貿易有限公司,耀昇,1K*6入*箱,箱,1796,1890,1890,1950,其他,康寶,,,,耀昇貿易有限公司,牛晶粉/康寶/耀昇/1K*6入*箱,,
1B0013044,大骨粉,百鮮1K,,,耀昇貿易有限公司,耀昇,12入*箱,箱,2520,2580,2580,2640,調味料,調味粉,,,,耀昇貿易有限公司,大骨粉/百鮮1K/耀昇/12入*箱,,
1B0013045,大骨粉,百鮮1K,,,耀昇貿易有限公司,百鮮1K,罐,罐,210,230,230,240,調味料,調味粉,,,,耀昇貿易有限公司,大骨粉/百鮮1K/耀昇*罐,,
1B0013046,黑胡椒牛排醬,品高,,,耀昇貿易有限公司,品高,瓶,瓶,55,60,0,65,其他,沾醬,,,,耀昇貿易有限公司,黑胡椒牛排醬/品高/扁罐*瓶,,
1B0013047,美玉白汁,康寶,,,耀昇貿易有限公司,耀昇,3.5K*盒,盒,418.3,440,450,460,其他,康寶,,,,耀昇貿易有限公司,美玉白汁/康寶/耀昇/3.5K*盒,,
1B0013048,雞粉,康寶,,,耀昇貿易有限公司,耀昇,耀昇*4包入*箱,箱,3400,0,3600,3600,調味料,調味粉,,,,耀昇貿易有限公司,雞粉/康寶/5K/耀昇/4包入*箱,,
1B0013049,XO醬,李錦記,,,耀昇貿易有限公司,耀昇,350g*12入*罐,罐,500,550,550,550,其他,港式醬料,,,,耀昇貿易有限公司,XO醬/李錦記/耀昇/350g*12入*罐,,
1B0013050,火鍋醬,家見,,,耀昇貿易有限公司,耀昇,4入*桶,桶,220,0,250,250,其他,拌醬,,,,耀昇貿易有限公司,火鍋醬/家見/耀昇/4入*桶,,
1B0013051,玫瑰香蜜(玫瑰糖漿),735ml,,,耀昇貿易有限公司,耀昇,12入*箱,箱,1020,1440,1440,1500,飲品,冰品飲料類,,,,耀昇貿易有限公司,玫瑰香蜜(玫瑰糖漿)/735ml/耀昇/12入*箱,,
1B0013052,玫瑰香蜜(玫瑰糖漿),735ml,,,耀昇貿易有限公司,735ml,罐,罐,85,120,120,130,飲品,冰品飲料類,,,,耀昇貿易有限公司,玫瑰香蜜(玫瑰糖漿)/735ml/耀昇*罐,,
1B0013053,烹大師,昆布500g,,,耀昇貿易有限公司,昆布500g,12盒入*盒,盒,210,230,230,240,其他,海鮮粉,,,,耀昇貿易有限公司,烹大師/昆布500g/耀昇*12盒入*盒,,
1B0013054,高湯,素,,,耀昇貿易有限公司,扁罐,扁罐*耀昇*罐,罐,50,0,0,60,其他,調味醬,,,,耀昇貿易有限公司,高湯/素/品高/扁罐/耀昇*罐,,
1B0013055,蘑菇醬,品高扁罐,,,耀昇貿易有限公司,品高扁罐,罐,罐,55,60,60,65,其他,沾醬,,,,耀昇貿易有限公司,蘑菇醬/品高扁罐/耀昇*罐,,
1B0013056,梅林醬油,耀昇,,,耀昇貿易有限公司,耀昇,箱,箱,1660,1720,1720,1750,其他,醬油,,,,耀昇貿易有限公司,梅林醬油/耀昇/24入*箱***,,
1B0013057,蠔油,熊貓,,,耀昇貿易有限公司,耀昇,耀昇*510g*12入*瓶,瓶,85,95,95,100,其他,港式醬料,,,,耀昇貿易有限公司,蠔油/熊貓/李錦記/耀昇/510g*12入*瓶,,
1B0013058,雞粉,雞晶粉,,,耀昇貿易有限公司,耀昇,耀昇*1K*12入*包,包,0,0,0,0,其他,康寶,,,,耀昇貿易有限公司,雞粉/雞晶粉/康寶/耀昇/1K*12入*包,,
1B0013059,蠔油,熊貓,,,耀昇貿易有限公司,耀昇,鐵罐*耀昇*2.27KG*桶,桶,200,220,220,220,其他,港式醬料,,,,耀昇貿易有限公司,蠔油/熊貓/李錦記/鐵罐/耀昇/2.27KG*桶,,
1B0013060,雞粉,康寶,,,耀昇貿易有限公司,耀昇,耀昇*6包入*箱,箱,2775,2880,2880,2900,其他,康寶,,,,耀昇貿易有限公司,雞粉/康寶/2.2K/耀昇/6包入*箱***,,
1B0013061,香菇粉,康寶,,,耀昇貿易有限公司,耀昇,500g*12包入*包,包,174,200,200,220,其他,康寶,,,,耀昇貿易有限公司,香菇粉/康寶/耀昇/500g*12包入*包,,
1B0013062,蒸魚醬油,李錦記12入,,,耀昇貿易有限公司,李錦記12入,瓶,瓶,68,0,0,80,其他,醬油,,,,耀昇貿易有限公司,蒸魚醬油/李錦記12入/耀昇*瓶,,
1B0013063,肉醬,廣達香,,,耀昇貿易有限公司,耀昇,24入*罐,罐,27,35,35,40,其他,罐頭,,,,耀昇貿易有限公司,肉醬/廣達香/耀昇/24入*罐,,
1B0013064,肉醬,廣達香,,,耀昇貿易有限公司,耀昇,24入*箱,箱,650,800,800,850,其他,罐頭,,,,耀昇貿易有限公司,肉醬/廣達香/耀昇/24入*箱,,
1B0013065,干瓢,2k,,,耀昇貿易有限公司,2k,包,包,590,0,0,700,其他,山產,,,,耀昇貿易有限公司,干瓢/2k/耀昇*包,,
1B0013066,干瓢,耀昇,,,耀昇貿易有限公司,,,斤,177,0,0,320,其他,山產,,,,耀昇貿易有限公司,干瓢/耀昇*斤,,
1B0013067,梅林醬油,耀昇,,,耀昇貿易有限公司,耀昇,罐,罐,69.2,80,80,85,其他,醬油,,,,耀昇貿易有限公司,梅林醬油/耀昇/24入*罐***,,
1B0013068,蝦油,民星,,,耀昇貿易有限公司,耀昇,600g*12入*箱,箱,520,560,560,580,其他,油類,,,,耀昇貿易有限公司,蝦油/民星/耀昇/600g*12入*箱,,
1B0013070,海蜇絲15k,耀昇,,,耀昇貿易有限公司,,,斤,84,120,120,130,其他,海產,,,,耀昇貿易有限公司,海蜇絲15k/耀昇*斤,,
1B0013071,海蜇皮,16k(26.67斤),,,耀昇貿易有限公司,16k(26.67斤),件,件,2240,0,0,2400,其他,海產,,,,耀昇貿易有限公司,海蜇皮/16k(26.67斤)/耀昇*件,,
1B0013072,海蜇絲15k,耀昇,,,耀昇貿易有限公司,,,件,2100,0,0,2300,其他,海產,,,,耀昇貿易有限公司,海蜇絲15k/耀昇*件,,
1B0013073,蠔油,熊貓,,,耀昇貿易有限公司,耀昇,鐵罐*耀昇*2.27KG*6入*箱,箱,1200,1260,1260,1300,其他,港式醬料,,,,耀昇貿易有限公司,蠔油/熊貓/李錦記/鐵罐/耀昇/2.27KG*6入*箱,,
1B0013074,玉米粉,耀昇,,,耀昇貿易有限公司,耀昇,24盒*箱,箱,420,0,0,450,其他,澱粉,,,,耀昇貿易有限公司,玉米粉/耀昇/375g*24盒*箱,,
1B0013075,咖哩塊,佛蒙特甜味,,,耀昇貿易有限公司,耀昇,1k*20入*盒,盒,230,0,0,260,其他,咖哩,,,,耀昇貿易有限公司,咖哩塊/佛蒙特甜味/耀昇/1k*20入*盒,,
1B0013076,蠔油,舊庄,,,耀昇貿易有限公司,李錦記,耀昇12入*罐,罐,115,130,130,140,其他,港式醬料,,,,耀昇貿易有限公司,蠔油/舊庄/李錦記/耀昇12入*罐,,
1B0013077,芥茉粉(芥末粉),靜岡,,,耀昇貿易有限公司,耀昇,300g*包,包,0,0,0,0,調味料,調味粉,,,,耀昇貿易有限公司,芥茉粉(芥末粉)/靜岡/耀昇/300g*包,,
1B0013078,咖哩塊,爪哇,,,耀昇貿易有限公司,耀昇,1K*20入*盒,盒,230,250,250,250,其他,咖哩,,,,耀昇貿易有限公司,咖哩塊/爪哇/耀昇/1K*20入*盒,,
1B0013079,烹大師鰹魚粉,耀昇,,,耀昇貿易有限公司,耀昇,12包入*包,包,265,275,280,290,其他,海鮮粉,,,,耀昇貿易有限公司,烹大師鰹魚粉/耀昇/1K*12包入*包,,
1B0013080,黑胡椒醬,裕國,,,耀昇貿易有限公司,耀昇,3K*桶,桶,270,300,320,330,其他,沾醬,,,,耀昇貿易有限公司,黑胡椒醬/裕國/耀昇/3K*桶,,
1B0013081,海龍皇爆炒醬,康寶,,,耀昇貿易有限公司,耀昇,500g*6入*箱,箱,1540,1600,1660,1700,其他,港式醬料,,,,耀昇貿易有限公司,海龍皇爆炒醬/康寶/耀昇/500g*6入*箱,,
1B0013082,海龍皇爆炒醬,康寶,,,耀昇貿易有限公司,耀昇,500g*6入*罐,罐,257,280,290,300,其他,港式醬料,,,,耀昇貿易有限公司,海龍皇爆炒醬/康寶/耀昇/500g*6入*罐,,
1B0013083,味露,700ml,,,耀昇貿易有限公司,700ml*12入,耀昇*罐,罐,45,0,0,60,其他,調味液,,,,耀昇貿易有限公司,味露/700ml*12入/耀昇*罐,,
1B0013084,海蜇皮,耀昇,,,耀昇貿易有限公司,,,斤,84,130,130,150,其他,海產,,,,耀昇貿易有限公司,海蜇皮/耀昇*斤,,
1B0013085,魯肉粉,澎湖,,,耀昇貿易有限公司,雙蝦1K,耀昇*包,包,210,230,230,240,調味料,調味粉,,,,耀昇貿易有限公司,魯肉粉/澎湖/雙蝦1K/耀昇 *包,,
1B0013086,辣椒醬,家見8斤,,,耀昇貿易有限公司,4入,耀昇*桶,桶,160,0,0,180,其他,辣椒醬,,,,耀昇貿易有限公司,辣椒醬/家見8斤/4入/耀昇*桶,,
1B0013087,烹大師,日本味素,,,耀昇貿易有限公司,12入,1k*12入*耀昇*罐,罐,430,0,0,480,其他,味精,,,,耀昇貿易有限公司,烹大師/日本味素/金罐/1k/12入/耀昇*罐,,
1B0013088,海蜇頭,15K(25斤),,,耀昇貿易有限公司,15K(25斤),件,件,2700,0,0,0,其他,海產,,,,耀昇貿易有限公司,海蜇頭/15K(25斤)/耀昇*件,,
1B0013089,雞粉,烹大師,,,耀昇貿易有限公司,耀昇,1k*6入*箱,箱,1165,0,0,1260,調味料,調味粉,,,,耀昇貿易有限公司,雞粉/烹大師/耀昇/1k*6入*箱,,
1B0013090,雞粉,烹大師,,,耀昇貿易有限公司,耀昇,1k*6入*罐,罐,194,0,0,220,調味料,調味粉,,,,耀昇貿易有限公司,雞粉/烹大師/耀昇/1k*6入*罐,,
1B0013091,白木耳,耀昇,,,耀昇貿易有限公司,,,斤,200,250,250,260,其他,山產,,,,耀昇貿易有限公司,白木耳/耀昇*斤,,
1B0013092,海鮮醬,李錦記,,,耀昇貿易有限公司,2.27Kg,耀昇*2.27Kg*6入*箱,箱,1740,1860,1860,1920,其他,港式醬料,,,,耀昇貿易有限公司,海鮮醬/李錦記/鐵罐/耀昇/2.27Kg/6入*箱,,
1B0013093,鉅利老抽,醬油王,,,耀昇貿易有限公司,耀昇,6K*4桶入*箱,箱,2120,2240,2240,2280,其他,港式醬料,,,,耀昇貿易有限公司,鉅利老抽/醬油王/耀昇/6K*4桶入*箱,,
1B0013094,黃汁粉,康寶,,,耀昇貿易有限公司,耀昇,1K*6包入*箱,箱,1740,1860,1860,1900,其他,康寶,,,,耀昇貿易有限公司,黃汁粉/康寶/耀昇/1K*6包入*箱,,
1B0013095,蝦餅,圓形,,,耀昇貿易有限公司,耀昇,600g*10包入*箱,箱,481,600,600,650,其他,南北雜貨,,,,耀昇貿易有限公司,蝦餅/圓形/耀昇/600g*10包入*箱,,
1B0013096,蠔油,熊貓,,,耀昇貿易有限公司,耀昇,耀昇*510g*12入*箱,箱,1020,1140,1140,1180,其他,港式醬料,,,,耀昇貿易有限公司,蠔油/熊貓/李錦記/耀昇/510g*12入*箱,,
1B0013097,髮菜,耀昇1斤裝,,,耀昇貿易有限公司,,,斤,550,650,0,700,其他,山產,,,,耀昇貿易有限公司,髮菜/耀昇1斤裝*斤***,,
1B0013098,沙茶粉,牛頭,,,耀昇貿易有限公司,耀昇,300g*50包入*箱,箱,4327,4500,4550,4650,調味料,調味粉,,,,耀昇貿易有限公司,沙茶粉/牛頭/耀昇/300g*50包入*箱,,
1B0013099,蠔油,舊庄,,,耀昇貿易有限公司,李錦記,耀昇12入*箱,箱,1380,1500,1500,1560,其他,港式醬料,,,,耀昇貿易有限公司,蠔油/舊庄/李錦記/耀昇12入*箱,,
1B0013100,蒸魚醬油,李錦記12入,,,耀昇貿易有限公司,李錦記12入,箱,箱,816,0,0,0,其他,醬油,,,,耀昇貿易有限公司,蒸魚醬油/李錦記12入/耀昇*箱,,
1B0013101,冷凍栗子25斤,耀昇,,,耀昇貿易有限公司,,,件,2250,0,0,0,其他,冷藏冷凍類,,,,耀昇貿易有限公司,冷凍栗子25斤/耀昇*件,,
1B0013102,冷凍栗子25斤,耀昇,,,耀昇貿易有限公司,,,斤,90,160,170,180,其他,冷藏冷凍類,,,,耀昇貿易有限公司,冷凍栗子25斤/耀昇*斤,,
1B0013103,麵包粉,中粗,,,耀昇貿易有限公司,耀昇,燦和*耀昇*5斤*7包入*箱,箱,1390,1460,1490,1520,其他,油炸粉,,,,耀昇貿易有限公司,麵包粉/中粗/黃/燦和/耀昇/5斤*7包入*箱***,,
1B0013104,麵包粉,中粗,,,耀昇貿易有限公司,耀昇,燦和*耀昇*5斤*包,包,187,210,210,220,其他,油炸粉,,,,耀昇貿易有限公司,麵包粉/中粗/白/燦和/耀昇/5斤*包***,,
1B0013105,海蜇頭,耀昇,,,耀昇貿易有限公司,,,斤,108,0,0,150,其他,海產,,,,耀昇貿易有限公司,海蜇頭/耀昇*斤,,
1B0013106,味素,烹大師金罐,,,耀昇貿易有限公司,烹大師金罐,罐,罐,330,0,0,0,調味料,調味粉,,,,耀昇貿易有限公司,味素/烹大師金罐/耀昇*罐,,
1B0013107,大骨粉,康寶,,,耀昇貿易有限公司,900g,耀昇*6入*箱,箱,1429,1490,1490,1550,其他,康寶,,,,耀昇貿易有限公司,大骨粉/康寶/900g/耀昇*6入*箱,,
1B0013108,泡打粉6入,耀昇,,,耀昇貿易有限公司,,,箱,2400,2640,2640,2640,其他,粉類,,,,耀昇貿易有限公司,泡打粉6入/耀昇*箱,,
1B0013109,泡打粉6入,耀昇,,,耀昇貿易有限公司,,,罐,400,460,460,460,其他,粉類,,,,耀昇貿易有限公司,泡打粉6入/耀昇*罐,,
1B0013110,菊燒海苔,耀昇,,,耀昇貿易有限公司,,,箱,1300,1450,1450,1500,其他,零嘴,,,,耀昇貿易有限公司,菊燒海苔/耀昇*箱,,
1B0013111,麵包粉,中粗,,,耀昇貿易有限公司,耀昇,燦和*耀昇*5斤*7包入*箱,箱,1310,1420,1430,1450,其他,油炸粉,,,,耀昇貿易有限公司,麵包粉/中粗/白/燦和/耀昇/5斤*7包入*箱***,,
1B0013112,麵包粉,粗,,,耀昇貿易有限公司,耀昇,燦和*耀昇*5斤*包,包,210,230,230,230,其他,油炸粉,,,,耀昇貿易有限公司,麵包粉/粗/白/燦和/耀昇/5斤*包,,
1B0013113,香菇拌醬,牛頭,,,耀昇貿易有限公司,耀昇250g,12入*罐,罐,85,0,0,110,其他,拌醬,,,,耀昇貿易有限公司,香菇拌醬/牛頭/耀昇250g/12入*罐,,
1B0013114,沙茶醬,牛頭127g,,,耀昇貿易有限公司,24入,耀昇*箱,箱,920,960,960,0,其他,沙茶醬,,,,耀昇貿易有限公司,沙茶醬/牛頭127g/24入/耀昇*箱,,
1B0013115,沙茶醬,牛頭127g,,,耀昇貿易有限公司,24入,耀昇*罐,罐,38.333,0,0,0,其他,沙茶醬,,,,耀昇貿易有限公司,沙茶醬/牛頭127g/24入/耀昇*罐,,
1B0013116,柱侯醬,鉅利,,,耀昇貿易有限公司,耀昇,3K*4入*箱,箱,1680,1760,1780,1800,其他,港式醬料,,,,耀昇貿易有限公司,柱侯醬/鉅利/耀昇/3K*4入*箱,,
1B0013117,蘑豉醬(磨豉醬),耀昇,,,耀昇貿易有限公司,耀昇,箱,箱,1680,1760,1760,1800,其他,港式醬料,,,,耀昇貿易有限公司,蘑豉醬(磨豉醬)/耀昇/4入*箱,,
1B0013118,海蜇頭,耀昇,,,耀昇貿易有限公司,耀昇,件,罐,1920,0,0,0,其他,海產,,,,耀昇貿易有限公司,海蜇頭/耀昇/12k*件,,
1B0013119,芥茉粉(芥末粉),靜岡,,,耀昇貿易有限公司,耀昇,300g*50包入*箱,箱,0,0,0,0,調味料,調味粉,,,,耀昇貿易有限公司,芥茉粉(芥末粉)/靜岡/耀昇/300g*50包入*箱,,
1B0013120,黃芥末粉,牛頭,,,耀昇貿易有限公司,耀昇454g,24罐入*罐,罐,200,0,0,0,調味料,調味粉,,,,耀昇貿易有限公司,黃芥末粉/牛頭/耀昇454g/24罐入*罐,,
1B0013121,魚露,廣生,,,耀昇貿易有限公司,耀昇,500g*12罐入*箱,箱,520,550,550,580,其他,調味液,,,,耀昇貿易有限公司,魚露/廣生/耀昇/500g*12罐入*箱,,
1B0013122,魚露,廣生,,,耀昇貿易有限公司,耀昇,500g*12罐入*罐,罐,43.3,50,50,55,其他,調味液,,,,耀昇貿易有限公司,魚露/廣生/耀昇/500g*12罐入*罐,,
1B0013123,番茄上湯,可果美,,,耀昇貿易有限公司,耀昇,3.1K*6入*箱,箱,2360,2440,2460,2480,其他,番茄醬,,,,耀昇貿易有限公司,番茄上湯/可果美/耀昇/3.1K*6入*箱,,
1B0013124,大紅浙醋,冠益,,,耀昇貿易有限公司,華記,耀昇12入*瓶,瓶,110,0,0,0,其他,醋,,,,耀昇貿易有限公司,大紅浙醋/冠益/華記/耀昇12入*瓶,,
1B0013125,大紅浙醋,冠益,,,耀昇貿易有限公司,華記,耀昇12入*箱,箱,1320,0,0,0,其他,醋,,,,耀昇貿易有限公司,大紅浙醋/冠益/華記/耀昇12入*箱,,
1B0013126,蜜汁烤肉醬,李錦記,,,耀昇貿易有限公司,耀昇,280g*12罐入*箱,箱,660,700,700,730,調味料,醬料,,,,耀昇貿易有限公司,蜜汁烤肉醬/李錦記/耀昇/280g*12罐入*箱,,
1B0013127,蜜汁烤肉醬,李錦記,,,耀昇貿易有限公司,耀昇,280g*12罐入*罐,罐,55,0,0,0,調味料,醬料,,,,耀昇貿易有限公司,蜜汁烤肉醬/李錦記/耀昇/280g*12罐入*罐,,
