產品編號,品名,口味/顏色,大小,規格-數量,品牌,進貨人/廠商,規格,計量單位,標準進價,售價A,售價B,建議售價,主類別,次類別,內部類別,備註,,(廠商名稱),品名規格,,
1C0040008,雞絲麵,Q師父,,,良宏益企業有限公司,良宏益,(5粒入)*10包裝*箱,箱,420,460,480,500,其他,滷味用,,,,良宏益企業有限公司,雞絲麵/Q師父/良宏益/(5粒入)*10包裝*箱,,
1C0040009,雞絲麵,Q師父,,,良宏益企業有限公司,良宏益,(5粒入)*包,包,42,50,50,55,其他,滷味用,,,,良宏益企業有限公司,雞絲麵/Q師父/良宏益/(5粒入)*包,,
1C0040010,不倒翁Q拉麵純麵條,韓國白拉麵,,,良宏益企業有限公司,良宏益,(110g*5入)*8袋入*箱,箱,425,470,480,500,其他,滷味用,,,,良宏益企業有限公司,不倒翁Q拉麵純麵條/韓國白拉麵/良宏益/(110g*5入)*8袋入*箱,,
1C0040011,不倒翁海鮮烏龍拉麵,良宏益,,,良宏益企業有限公司,良宏益,5入)*8袋*箱,箱,800,850,870,900,其他,米麵類,,,,良宏益企業有限公司,不倒翁海鮮烏龍拉麵/良宏益/(120g*5入)*8袋*箱,,
1C0040012,不倒翁海鮮烏龍拉麵,良宏益,,,良宏益企業有限公司,良宏益,5入)*袋,袋,100,120,120,130,其他,米麵類,,,,良宏益企業有限公司,不倒翁海鮮烏龍拉麵/良宏益/(120g*5入)*袋,,
1C0040013,媽媽拉麵,維力,,,良宏益企業有限公司,良宏益,6入*10袋裝*箱,箱,350,370,370,420,其他,滷味用,,,,良宏益企業有限公司,媽媽拉麵/維力/良宏益/6入*10袋裝*箱,,
1C0040014,蒸煮麵,維力,,,良宏益企業有限公司,良宏益,8袋入*袋,袋,66.25,80,80,85,其他,滷味用,,,,良宏益企業有限公司,蒸煮麵/維力/良宏益/8袋入*袋,,
1C0040015,鍋燒麵,海鮮風味,,,良宏益企業有限公司,良宏益,良宏益*5粒入*袋,袋,45,55,55,60,其他,滷味用,,,,良宏益企業有限公司,鍋燒麵/海鮮風味/Q師父/良宏益/5粒入*袋,,
1C0040016,鍋燒麵,海鮮風味,,,良宏益企業有限公司,良宏益,良宏益*5粒入*10袋裝*箱,箱,450,500,500,530,其他,滷味用,,,,良宏益企業有限公司,鍋燒麵/海鮮風味/Q師父/良宏益/5粒入*10袋裝*箱,,
1C0040018,不倒翁起司風味拉麵,良宏益,,,良宏益企業有限公司,良宏益,4入)*8袋*箱,箱,800,840,850,880,其他,米麵類,,,,良宏益企業有限公司,不倒翁起司風味拉麵/良宏益/(111g*4入)*8袋*箱,,
1C0040019,不倒翁起司風味拉麵,良宏益,,,良宏益企業有限公司,良宏益,4入)*袋,袋,100,110,115,120,其他,米麵類,,,,良宏益企業有限公司,不倒翁起司風味拉麵/良宏益/(111g*4入)*袋,,
1C0040020,原味拉麵,白拉麵,,,良宏益企業有限公司,良宏益,良宏益*65g*96入*箱,箱,653,700,720,750,其他,滷味用,,,,良宏益企業有限公司,原味拉麵/白拉麵/Q師父/良宏益/65g*96入*箱,,
1C0040021,菠菜拉麵,綠拉麵,,,良宏益企業有限公司,良宏益,良宏益*70g*40入*箱,箱,272,300,300,320,其他,滷味用,,,,良宏益企業有限公司,菠菜拉麵/綠拉麵/Q師父/良宏益/70g*40入*箱,,
1C0041001,甜酒釀,高和興,,,高和興醬園股份有限公司,高和興,桶,桶,220,240,250,260,飲品,冰品飲料類,,,,高和興醬園股份有限公司,甜酒釀/高和興/4入*桶,,
1C0041002,甜酒釀,高和興,,,高和興醬園股份有限公司,高和興,箱,箱,880,920,960,980,飲品,冰品飲料類,,,,高和興醬園股份有限公司,甜酒釀/高和興/4入*箱,,
1C0041003,紫蘇梅,高和興4入,,,高和興醬園股份有限公司,,,桶,263,285,285,295,其他,醃漬品,,,,高和興醬園股份有限公司,紫蘇梅/高和興4入*桶,,
1C0041004,紫蘇梅,高和興4入,,,高和興醬園股份有限公司,,,箱,1050,1110,1110,1140,其他,醃漬品,,,,高和興醬園股份有限公司,紫蘇梅/高和興4入*箱,,
1C0041005,黃豆醬(米豆醬),高和興,,,高和興醬園股份有限公司,高和興,桶,桶,190,205,210,215,其他,沾醬,,,,高和興醬園股份有限公司,黃豆醬(米豆醬)/高和興/4桶入*桶,,
1C0041006,辣豆瓣,小,,,高和興醬園股份有限公司,高和興,12入*罐,罐,40,45,45,50,其他,沾醬,,,,高和興醬園股份有限公司,辣豆瓣/小/高和興/12入*罐,,
1C0041007,辣豆瓣,大,,,高和興醬園股份有限公司,高和興,4入*箱,箱,880,920,940,960,其他,沾醬,,,,高和興醬園股份有限公司,辣豆瓣/大/高和興/4入*箱,,
1C0041008,辣豆瓣,大,,,高和興醬園股份有限公司,高和興,4入*桶,桶,220,230,230,240,其他,豆瓣,,,,高和興醬園股份有限公司,辣豆瓣/大/高和興/4入*桶,,
1C0041009,辣豆瓣,小,,,高和興醬園股份有限公司,高和興,12入*箱,箱,480,520,520,540,其他,豆瓣,,,,高和興醬園股份有限公司,辣豆瓣/小/高和興/12入*箱,,
1C0041010,辣椒醬,小,,,高和興醬園股份有限公司,高和興,6入*箱,箱,200,220,230,240,其他,辣椒醬,,,,高和興醬園股份有限公司,辣椒醬/小/高和興/6入*箱,,
1C0041011,辣椒醬,大,,,高和興醬園股份有限公司,高和興,4入*桶,桶,208,225,225,230,其他,辣椒醬,,,,高和興醬園股份有限公司,辣椒醬/大/高和興/4入*桶,,
1C0041012,辣椒醬,小,,,高和興醬園股份有限公司,高和興,6入*罐,罐,33,40,40,40,其他,辣椒醬,,,,高和興醬園股份有限公司,辣椒醬/小/高和興/6入*罐,,
1C0041013,蔭黑豆豉,高和興,,,高和興醬園股份有限公司,高和興,桶,桶,200,220,220,230,其他,醃漬品,,,,高和興醬園股份有限公司,蔭黑豆豉/高和興/4入*桶,,
1C0041014,辣椒醬,大,,,高和興醬園股份有限公司,高和興,4入*箱,箱,830,870,890,910,其他,辣椒醬,,,,高和興醬園股份有限公司,辣椒醬/大/高和興/4入*箱,,
1C0041015,黃豆醬(米豆醬),高和興,,,高和興醬園股份有限公司,高和興,箱,箱,480,520,520,540,其他,沾醬,,,,高和興醬園股份有限公司,黃豆醬(米豆醬)/高和興/12入*箱,,
1C0041016,蔭黑豆豉,高和興,,,高和興醬園股份有限公司,高和興,箱,箱,880,940,960,980,其他,醃漬品,,,,高和興醬園股份有限公司,蔭黑豆豉/高和興/4入*箱,,
1C0041017,黃豆醬(米豆醬),高和興,,,高和興醬園股份有限公司,高和興,箱,箱,880,940,940,970,其他,沾醬,,,,高和興醬園股份有限公司,黃豆醬(米豆醬)/高和興/4桶入*箱,,
1C0042001,辣蘿蔔,榨菜王,,,草漯農產品行(榨菜王),草漯,5斤*包,包,105,120,125,130,其他,榨菜王,,,,草漯農產品行(榨菜王),辣蘿蔔/榨菜王/草漯/5斤*包,,
1C0042002,辣蘿蔔,榨菜王,,,草漯農產品行(榨菜王),草漯,5斤*4入*箱,箱,420,460,460,480,其他,榨菜王,,,,草漯農產品行(榨菜王),辣蘿蔔/榨菜王/草漯/5斤*4入*箱,,
1C0042003,白酸菜,酸白,,,草漯農產品行(榨菜王),草漯,草漯*4入*包,包,75,85,85,90,其他,榨菜王,,,,草漯農產品行(榨菜王),白酸菜/酸白/榨菜王/草漯/4入*包,,
1C0042004,白酸菜,酸白,,,草漯農產品行(榨菜王),草漯,草漯*4入*箱,箱,300,320,340,360,其他,榨菜王,,,,草漯農產品行(榨菜王),白酸菜/酸白/榨菜王/草漯/4入*箱,,
1C0042005,黑酸菜,酸黑,,,草漯農產品行(榨菜王),草漯,草漯*4入*包,包,55,65,65,70,其他,榨菜王,,,,草漯農產品行(榨菜王),黑酸菜/酸黑/榨菜王/草漯/4入*包,,
1C0042006,黑酸菜,酸黑,,,草漯農產品行(榨菜王),草漯,草漯*4入*箱,箱,220,240,260,280,其他,榨菜王,,,,草漯農產品行(榨菜王),黑酸菜/酸黑/榨菜王/草漯/4入*箱,,
1C0042007,榨菜絲,白絲,,,草漯農產品行(榨菜王),草漯,草漯*4入*包,包,60,70,75,80,其他,榨菜王,,,,草漯農產品行(榨菜王),榨菜絲/白絲/榨菜王/草漯/4入*包,,
1C0042008,榨菜絲,白絲,,,草漯農產品行(榨菜王),草漯,草漯*4入*箱,箱,240,280,280,300,其他,榨菜王,,,,草漯農產品行(榨菜王),榨菜絲/白絲/榨菜王/草漯/4入*箱,,
1C0042009,榨菜絲,紅絲,,,草漯農產品行(榨菜王),草漯,草漯*4入*包,包,60,70,70,75,其他,榨菜王,,,,草漯農產品行(榨菜王),榨菜絲/紅絲/榨菜王/草漯/4入*包,,
1C0042010,榨菜絲,紅絲,,,草漯農產品行(榨菜王),草漯,草漯*4入*箱,箱,240,260,280,300,其他,榨菜王,,,,草漯農產品行(榨菜王),榨菜絲/紅絲/榨菜王/草漯/4入*箱,,
1C0042011,榨菜粒,真空粒,,,草漯農產品行(榨菜王),草漯,草漯*40包入*包,包,12,15,15,17,其他,榨菜王,,,,草漯農產品行(榨菜王),榨菜粒/真空粒/榨菜王/草漯/40包入*包,,
1C0042012,榨菜粒,真空粒,,,草漯農產品行(榨菜王),草漯,草漯*40包入*箱,箱,480,500,500,540,其他,榨菜王,,,,草漯農產品行(榨菜王),榨菜粒/真空粒/榨菜王/草漯/40包入*箱,,
1C0042013,榨菜絲,真空絲,,,草漯農產品行(榨菜王),草漯,草漯*250g*包,包,9,15,15,15,其他,榨菜王,,,,草漯農產品行(榨菜王),榨菜絲/真空絲/榨菜王/草漯/250g*包,,
1C0042014,榨菜絲,真空絲,,,草漯農產品行(榨菜王),草漯,草漯*250g*40包入*箱,箱,360,400,400,420,其他,榨菜王,,,,草漯農產品行(榨菜王),榨菜絲/真空絲/榨菜王/草漯/250g*40包入*箱,,
1C0042015,榨菜粒,榨菜王,,,草漯農產品行(榨菜王),草漯,4斤*4入*包,包,120,130,135,140,其他,榨菜王,,,,草漯農產品行(榨菜王),榨菜粒/榨菜王/草漯/4斤*4入*包,,
1C0042016,榨菜粒,榨菜王,,,草漯農產品行(榨菜王),草漯,4斤*4入*箱,箱,480,500,500,520,其他,榨菜王,,,,草漯農產品行(榨菜王),榨菜粒/榨菜王/草漯/4斤*4入*箱,,
1C0042017,辣豆瓣,榨菜王,,,草漯農產品行(榨菜王),榨菜王,桶,桶,0,0,0,0,其他,豆瓣,,,,草漯農產品行(榨菜王),辣豆瓣/榨菜王/4入*桶,,
1C0042018,辣豆瓣,榨菜王,,,草漯農產品行(榨菜王),榨菜王,箱,箱,0,0,0,0,其他,豆瓣,,,,草漯農產品行(榨菜王),辣豆瓣/榨菜王/4入*箱,,
1C0042019,辣椒醬,榨菜王,,,草漯農產品行(榨菜王),草漯,4入*桶,桶,150,170,170,180,其他,辣椒醬,,,,草漯農產品行(榨菜王),辣椒醬/榨菜王/草漯/4入*桶,,
1C0042020,辣椒醬,榨菜王,,,草漯農產品行(榨菜王),草漯,4入*箱,箱,600,640,650,660,其他,辣椒醬,,,,草漯農產品行(榨菜王),辣椒醬/榨菜王/草漯/4入*箱,,
1C0042021,辣椒醬,手提,,,草漯農產品行(榨菜王),草漯,草漯*6入*桶,桶,95,110,110,120,其他,辣椒醬,,,,草漯農產品行(榨菜王),辣椒醬/手提/榨菜王/草漯/6入*桶,,
1C0042022,辣椒醬,手提,,,草漯農產品行(榨菜王),草漯,草漯*6入*箱,箱,570,600,620,630,其他,辣椒醬,,,,草漯農產品行(榨菜王),辣椒醬/手提/榨菜王/草漯/6入*箱,,
1C0042023,榨菜絲,散裝鹹絲,,,草漯農產品行(榨菜王),草漯,草漯*20斤*箱,箱,220,240,250,260,其他,榨菜王,,,,草漯農產品行(榨菜王),榨菜絲/散裝鹹絲/榨菜王/草漯/20斤*箱,,
1C0043001,每日米,華豐,,,華豐碾米廠,華豐,斤,斤,20,0,0,0,其他,米類,,,,華豐碾米廠,每日米/華豐/50斤*斤,,
1C0043002,每日米,華豐,,,華豐碾米廠,華豐,包,包,1000,1040,1040,1090,其他,米類,,,,華豐碾米廠,每日米/華豐/50斤*包,,
1C0043003,紅溪泉米,華豐,,,華豐碾米廠,華豐,包,包,494,530,530,540,其他,米類,,,,華豐碾米廠,紅溪泉米/華豐/20斤*包,,
1C0043004,紅溪泉米,華豐,,,華豐碾米廠,華豐,袋,袋,1225,1280,1300,1320,其他,米類,,,,華豐碾米廠,紅溪泉米/華豐/50斤*袋,,
1C0043005,紅溪泉米,華豐,,,華豐碾米廠,華豐,斤,斤,24.5,28,28,28,其他,米類,,,,華豐碾米廠,紅溪泉米/華豐/50斤*斤,,
1C0043006,壽司米,豪記,,,華豐碾米廠,華豐,50斤*袋,袋,1000,1050,1080,1100,其他,米類,,,,華豐碾米廠,壽司米/豪記/華豐/50斤*袋,,
1C0043007,長米,華豐,,,華豐碾米廠,,,斤,23.5,0,0,0,其他,米類,,,,華豐碾米廠,長米/華豐*斤,,
1C0043008,專圓糯米,灶伯,,,華豐碾米廠,灶伯,斤,斤,27,30,30,32,其他,米類,,,,華豐碾米廠,專圓糯米/灶伯/華豐*斤,,
1C0043009,專圓糯米,灶伯,,,華豐碾米廠,華豐,50斤*袋,袋,1350,1400,1410,1430,其他,米類,,,,華豐碾米廠,專圓糯米/灶伯/華豐/50斤*袋,,
1C0043010,壽司米,豪記,,,華豐碾米廠,豪記,斤,斤,20,0,0,23,其他,米類,,,,華豐碾米廠,壽司米/豪記/華豐*斤,,
1C0043011,圓糯米,春溢,,,華豐碾米廠,華豐,50斤*袋,袋,1175,1200,1230,1250,其他,米類,,,,華豐碾米廠,圓糯米/春溢/華豐/50斤*袋,,
1C0043012,長糯米,春溢,,,華豐碾米廠,華豐,50斤*袋,袋,1390,1380,1400,1400,其他,米類,,,,華豐碾米廠,長糯米/春溢/華豐/50斤*袋,,
1C0043013,長糯米,春溢,,,華豐碾米廠,春溢,斤,斤,27.8,25,0,25,其他,米類,,,,華豐碾米廠,長糯米/春溢/華豐*斤,,
1C0043014,金米,美國,,,華豐碾米廠,美國,袋,袋,420,0,0,440,其他,米類,,,,華豐碾米廠,金米/美國/華豐20斤*袋,,
1C0043015,黑糯米,省產,,,華豐碾米廠,華豐,50斤*袋,袋,2000,0,0,0,其他,米類,,,,華豐碾米廠,黑糯米/省產/華豐/50斤*袋,,
1C0043016,黑糯米,省產,,,華豐碾米廠,省產,斤,斤,40,0,0,45,其他,米類,,,,華豐碾米廠,黑糯米/省產/華豐*斤,,
1C0043017,在來米,華豐,,,華豐碾米廠,華豐,袋,袋,950,0,0,0,其他,米類,,,,華豐碾米廠,在來米/華豐/50斤*袋,,
1C0043018,在來米,華豐,,,華豐碾米廠,華豐,斤,斤,19,0,0,22,其他,米類,,,,華豐碾米廠,在來米/華豐/50斤*斤,,
1C0043019,在來米,老,,,華豐碾米廠,華豐,30K*袋,袋,1000,0,0,0,其他,米類,,,,華豐碾米廠,在來米/老/華豐/30K*袋,,
1C0043020,圓糯米,春溢,,,華豐碾米廠,春溢,斤,袋,23.5,0,0,0,其他,米類,,,,華豐碾米廠,圓糯米/春溢/華豐*斤,,
1C0043021,紅溪泉米,3K,,,華豐碾米廠,3K,包,包,125,140,140,145,其他,米類,,,,華豐碾米廠,紅溪泉米/3K/華豐*包,,
1C0043022,紅溪泉米,3K,,,華豐碾米廠,華豐,10包入*件,件,1250,1350,1350,1400,其他,米類,,,,華豐碾米廠,紅溪泉米/3K/華豐/10包入*件,,
1C0043023,每日米,華豐,,,華豐碾米廠,華豐,包,包,0,0,0,0,其他,米類,,,,華豐碾米廠,每日米/華豐/20斤*包,,
1C0043024,黑米,華豐50斤,,,華豐碾米廠,,,包,2750,0,0,0,其他,米類,,,,華豐碾米廠,黑米/華豐50斤*包,,
1C0043025,紅溪泉米,3K,,,華豐碾米廠,華豐,10包入*斤,斤,25,0,0,0,其他,米類,,,,華豐碾米廠,紅溪泉米/3K/華豐/10包入*斤,,
1C0043026,白溪泉米,PP,,,華豐碾米廠,華豐,50斤*袋,袋,1175,1230,1230,1250,其他,米類,,,,華豐碾米廠,白溪泉米/PP/華豐/50斤*袋,,
1C0043027,白溪泉米,PP,,,華豐碾米廠,華豐,50斤*斤,斤,23.5,0,0,0,其他,米類,,,,華豐碾米廠,白溪泉米/PP/華豐/50斤*斤,,
1C0043028,圓糯米,專,,,華豐碾米廠,華豐,華豐*50斤*袋,袋,1275,0,0,0,其他,米類,,,,華豐碾米廠,圓糯米/專/東/華豐/50斤*袋,,
1C0043029,圓糯米,專,,,華豐碾米廠,華豐,華豐*50斤*斤,斤,25.5,0,0,0,其他,米類,,,,華豐碾米廠,圓糯米/專/東/華豐/50斤*斤,,
1C0043030,老長糯米,春溢,,,華豐碾米廠,華豐,50斤*袋,袋,1325,0,0,0,其他,米類,,,,華豐碾米廠,老長糯米/春溢/華豐/50斤*袋,,
1C0043031,老長糯米,春溢,,,華豐碾米廠,春溢,斤,斤,26.5,0,0,0,其他,米類,,,,華豐碾米廠,老長糯米/春溢/華豐*斤,,
1C0043032,白溪泉米,3K,,,華豐碾米廠,華豐,華豐*10包入*件,件,1250,1300,1320,1340,其他,米類,,,,華豐碾米廠,白溪泉米/3K/PP/華豐/10包入*件,,
1C0043033,白溪泉米,3K,,,華豐碾米廠,PP,華豐*包,包,125,135,140,140,其他,米類,,,,華豐碾米廠,白溪泉米/3K/PP/華豐*包,,
1C0043034,粽葉,3M,,,華豐碾米廠,華豐,36k*件,件,6500,0,0,0,其他,粽葉,,,,華豐碾米廠,粽葉/3M/華豐/36k*件,,
1C0043035,粽葉,4M,,,華豐碾米廠,華豐,36k*件,件,6500,0,0,0,其他,粽葉,,,,華豐碾米廠,粽葉/4M/華豐/36k*件,,
1C0043036,白溪泉米,3K,,,華豐碾米廠,PP,華豐*斤,斤,25,0,0,0,其他,米類,,,,華豐碾米廠,白溪泉米/3K/PP/華豐*斤,,
1C0043037,溪泉米,華豐,,,華豐碾米廠,華豐,10包入*包,包,95,110,110,0,其他,米類,,,,華豐碾米廠,溪泉米/華豐/2k*10包入*包,,
1C0043038,溪泉米,華豐,,,華豐碾米廠,華豐,10包入*箱,箱,950,1100,1100,0,其他,米類,,,,華豐碾米廠,溪泉米/華豐/2k*10包入*箱,,
1C0044001,二砂,台糖,,,新韋譽實業有限公司(萬榮),2K,新韋譽*包,包,67,80,80,85,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/台糖/2K/新韋譽*包,,
1C0044002,二砂,台糖,,,新韋譽實業有限公司(萬榮),新韋譽,新韋譽*10入*箱,箱,670,720,720,750,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/台糖/2K/新韋譽/10入*箱,,
1C0044003,二砂,台糖,,,新韋譽實業有限公司(萬榮),1K,新韋譽*包,包,33.5,38,38,40,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/台糖/1K/新韋譽*包,,
1C0044004,二砂,台糖,,,新韋譽實業有限公司(萬榮),新韋譽,新韋譽*20入*箱,箱,670,720,720,750,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/台糖/1K/新韋譽/20入*箱,,
1C0044005,二砂,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,包,包,85,90,95,100,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/新韋譽/3K*包,,
1C0044006,二砂,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,10入*件,件,850,930,950,1000,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/新韋譽/3K*10入*件,,
1C0044007,二砂,台糖,,,新韋譽實業有限公司(萬榮),新韋譽,500g*40包入*箱,箱,710,740,750,760,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/台糖/新韋譽/500g*40包入*箱,,
1C0044008,二砂,福祿,,,新韋譽實業有限公司(萬榮),新韋譽,50K*包,包,640,0,0,0,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/福祿/新韋譽/50K*包,,
1C0044010,二砂,台糖本土,,,新韋譽實業有限公司(萬榮),新韋譽,25K*袋,袋,750,820,850,900,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/台糖本土/新韋譽/25K*袋,,
1C0044011,二砂,台糖本土,,,新韋譽實業有限公司(萬榮),新韋礜,50K*袋,袋,1590,1650,1680,1700,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/台糖本土/新韋礜/50K*袋,,
1C0044012,二砂,蓮花(薩爾瓦多),,,新韋譽實業有限公司(萬榮),新韋譽,50K*袋,袋,630,680,700,700,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/蓮花(薩爾瓦多)/新韋譽/50K*袋,,
1C0044013,二砂,味丹,,,新韋譽實業有限公司(萬榮),新韋譽,50K*袋,袋,1350,1430,1450,1500,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/味丹/新韋譽/50K*袋,,
1C0044014,冰糖,細,,,新韋譽實業有限公司(萬榮),新韋譽,3K*包,包,112,130,135,140,其他,冰糖,,,,新韋譽實業有限公司(萬榮),冰糖//細/新韋譽/3K*包,,
1C0044015,冰糖,中,,,新韋譽實業有限公司(萬榮),新韋譽,3K*包,包,112,130,135,140,其他,冰糖,,,,新韋譽實業有限公司(萬榮),冰糖//中/新韋譽/3K*包,,
1C0044018,特砂,台糖,,,新韋譽實業有限公司(萬榮),新韋譽,25K*袋,袋,688,750,780,840,其他,特砂,,,,新韋譽實業有限公司(萬榮),特砂/台糖/新韋譽/25K*袋,,
1C0044019,特砂,台糖,,,新韋譽實業有限公司(萬榮),新韋譽,50K*斤,斤,18,23,23,25,其他,特砂,,,,新韋譽實業有限公司(萬榮),特砂/台糖/新韋譽/50K*斤,,
1C0044020,特砂,台糖,,,新韋譽實業有限公司(萬榮),新韋譽,50K*袋,袋,1375,1460,1480,1550,其他,特砂,,,,新韋譽實業有限公司(萬榮),特砂/台糖/新韋譽/50K*袋,,
1C0044021,細砂,台糖,,,新韋譽實業有限公司(萬榮),1K,新韋譽*包,包,33,40,40,40,其他,細砂,,,,新韋譽實業有限公司(萬榮),細砂/台糖/1K/新韋譽*包,,
1C0044022,細砂,台糖,,,新韋譽實業有限公司(萬榮),新韋譽,新韋譽*20入*箱,箱,660,720,720,750,其他,細砂,,,,新韋譽實業有限公司(萬榮),細砂/台糖/1K/新韋譽/20入*箱,,
1C0044023,細砂,台糖,,,新韋譽實業有限公司(萬榮),新韋譽,25K*袋,袋,733,800,830,880,其他,細砂,,,,新韋譽實業有限公司(萬榮),細砂/台糖/新韋譽/25K*袋,,
1C0044024,黑糖,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,20入*箱,箱,410,450,450,470,其他,黑糖,,,,新韋譽實業有限公司(萬榮),黑糖/新韋譽/450g*20入*箱,,
1C0044025,黑糖,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,包,包,123,140,145,150,其他,黑糖,,,,新韋譽實業有限公司(萬榮),黑糖/新韋譽/3K*包,,
1C0044026,黑糖,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,20入*包,包,20.5,25,25,27,其他,黑糖,,,,新韋譽實業有限公司(萬榮),黑糖/新韋譽/450g*20入*包,,
1C0044027,黑糖,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,袋,袋,1080,1200,1230,1250,其他,黑糖,,,,新韋譽實業有限公司(萬榮),黑糖/新韋譽/30K*袋,,
1C0044028,糖粉,新韋譽,,,新韋譽實業有限公司(萬榮),,,斤,19,25,25,30,其他,糖粉,,,,新韋譽實業有限公司(萬榮),糖粉/新韋譽*斤,,
1C0044029,糖粉,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,包,包,630,750,750,820,其他,糖粉,,,,新韋譽實業有限公司(萬榮),糖粉/新韋譽/20K*包,,
1C0044030,二砂,天使,,,新韋譽實業有限公司(萬榮),新韋譽,50k*包,包,0,0,0,0,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/天使/新韋譽/50k*包,,
1C0044031,二砂,小太陽,,,新韋譽實業有限公司(萬榮),小太陽,斤,斤,15,20,20,20,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/小太陽/新韋譽*斤,,
1C0044032,特砂,泰國蜜朋,,,新韋譽實業有限公司(萬榮),新韋譽,50K*包,包,0,0,0,0,其他,特砂,,,,新韋譽實業有限公司(萬榮),特砂/泰國蜜朋/新韋譽/50K*包,,
1C0044033,冰糖,中,,,新韋譽實業有限公司(萬榮),新韋譽,3K*10包入*件,件,1120,1220,1250,1300,其他,冰糖,,,,新韋譽實業有限公司(萬榮),冰糖//中/新韋譽/3K*10包入*件,,
1C0044034,二砂,小太陽,,,新韋譽實業有限公司(萬榮),新韋譽,50K*袋,袋,970,1050,1050,1100,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/小太陽/新韋譽/50K*袋,,
1C0044035,冰糖,細,,,新韋譽實業有限公司(萬榮),新韋譽,3K*10包入*件,件,1120,1220,1250,1300,其他,冰糖,,,,新韋譽實業有限公司(萬榮),冰糖//細/新韋譽/3K*10包入*件,,
1C0044036,細特砂,600g,,,新韋譽實業有限公司(萬榮),,,包,15.6,0,0,20,其他,冰糖,,,,新韋譽實業有限公司(萬榮),細特砂/600g*包,,
1C0044037,二砂,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,包,包,19,23,23,25,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/新韋譽/600g*包,,
1C0044038,二砂,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,50入*件,件,950,1050,1050,1100,其他,二砂,,,,新韋譽實業有限公司(萬榮),二砂/新韋譽/600g*50入*件,,
1C0044039,特砂,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,包,包,102,120,120,125,其他,特砂,,,,新韋譽實業有限公司(萬榮),特砂/新韋譽/3K*包,,
1C0044040,冰糖,紅細,,,新韋譽實業有限公司(萬榮),新韋譽,5斤*包,包,150,175,175,180,其他,冰糖,,,,新韋譽實業有限公司(萬榮),冰糖/紅細/新韋譽/5斤*包,,
1C0044041,冰糖,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,30包入*箱,箱,910,960,980,1000,其他,冰糖,,,,新韋譽實業有限公司(萬榮),冰糖/新韋譽/450g*30包入*箱,,
1C0044042,冰糖,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,包,箱,30.3,35,35,37,其他,冰糖,,,,新韋譽實業有限公司(萬榮),冰糖/新韋譽/450g*包,,
1C0044043,細砂,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,40入*包,包,19,25,25,25,其他,冰糖,,,,新韋譽實業有限公司(萬榮),細砂/新韋譽/500g*40入*包,,
1C0044044,冰糖,紅細,,,新韋譽實業有限公司(萬榮),新韋譽,5斤*10包入*件,件,1500,1700,1700,1800,其他,冰糖,,,,新韋譽實業有限公司(萬榮),冰糖/紅細/新韋譽/5斤*10包入*件,,
1C0044045,冰糖,紅,,,新韋譽實業有限公司(萬榮),紅,包,包,0,0,0,0,其他,冰糖,,,,新韋譽實業有限公司(萬榮),冰糖/紅/新韋譽450g*包,,
1C0044046,冰糖,中,,,新韋譽實業有限公司(萬榮),新韋譽,新韋譽*3K*10入*件,件,0,0,0,0,其他,冰糖,,,,新韋譽實業有限公司(萬榮),冰糖/中/新南勢/新韋譽/3K*10入*件,,
1C0044047,特砂,新韋譽,,,新韋譽實業有限公司(萬榮),新韋譽,10入*件,件,1020,1120,1150,1180,其他,特砂,,,,新韋譽實業有限公司(萬榮),特砂/新韋譽/3K*10入*件,,
1C0044048,黑糖粒子,20入,,,新韋譽實業有限公司(萬榮),,,包,100,0,0,0,其他,黑糖,,,,新韋譽實業有限公司(萬榮),黑糖粒子/20入*包,,
